BLEU-1,BLEU-2,BLEU-4,ROUGE-L,Perplexity,Avg Inference Time (s)
0.2796260355996879,0.14916939208127675,0.05973073012283087,0.3614215801333584,1.1441978216171265,4.73298191777165
