Model,BLEU-1,BLEU-2,BLEU-4,ROUGE-L,Avg Inference Time (s)
BioMedLM,1.0059718589304048e-24,1.0059718589304048e-24,1.0059718589304048e-24,2.6002171307629228e-05,29.257773546515054
