epoch,step,train_loss_epoch,train_loss_step,val_loss
2,1089,,4.935421466827393,
2,1099,,4.894689559936523,
2,1109,,5.098576545715332,
2,1118,,,5.413508892059326
2,1118,5.245425701141357,,
3,1119,,5.539438724517822,
3,1129,,5.712906837463379,
3,1139,,5.98150634765625,
3,1149,,5.0887603759765625,
3,1159,,5.410709381103516,
3,1169,,5.060421943664551,
3,1179,,5.4171319007873535,
3,1189,,4.994410991668701,
3,1199,,5.130629539489746,
3,1209,,5.041018486022949,
3,1219,,5.05701208114624,
3,1229,,5.063079357147217,
3,1239,,5.259211540222168,
3,1249,,5.140348434448242,
3,1259,,5.257017612457275,
3,1269,,5.2128424644470215,
3,1279,,5.198578834533691,
3,1289,,5.06853723526001,
3,1299,,5.274652004241943,
3,1309,,5.166494846343994,
3,1319,,5.178981781005859,
3,1329,,5.1295576095581055,
3,1339,,5.079559326171875,
3,1349,,5.126197814941406,
3,1359,,5.192183494567871,
3,1369,,5.071913242340088,
3,1379,,5.224048137664795,
3,1389,,5.031497478485107,
3,1399,,5.04896879196167,
3,1409,,5.025406837463379,
3,1419,,5.180721282958984,
3,1429,,5.216097831726074,
3,1439,,5.036210536956787,
3,1449,,5.212388038635254,
3,1459,,5.139759540557861,
3,1469,,5.446762561798096,
3,1479,,5.163049221038818,
3,1489,,5.080383777618408,
3,1491,,,5.1203765869140625
3,1491,5.182124137878418,,
4,1499,,5.210468292236328,
4,1509,,5.018199443817139,
4,1519,,5.347351551055908,
4,1529,,4.889105796813965,
4,1539,,5.26774787902832,
4,1549,,5.0638427734375,
4,1559,,5.230429172515869,
4,1569,,5.320004940032959,
4,1579,,5.272499084472656,
4,1589,,5.092814922332764,
4,1599,,4.8832855224609375,
4,1609,,4.975577354431152,
4,1619,,5.464092254638672,
4,1629,,5.29069709777832,
4,1639,,5.073514461517334,
4,1649,,5.3286356925964355,
4,1659,,5.3596673011779785,
4,1669,,4.997377872467041,
4,1679,,5.3726654052734375,
4,1689,,5.244996547698975,
4,1699,,5.201615333557129,
4,1709,,5.234366416931152,
4,1719,,5.296201229095459,
4,1729,,4.8483500480651855,
4,1739,,5.137811660766602,
4,1749,,5.0729827880859375,
4,1759,,5.128325939178467,
4,1769,,5.221244812011719,
4,1779,,5.028730392456055,
4,1789,,5.43939208984375,
4,1799,,5.105796813964844,
4,1809,,5.302084445953369,
4,1819,,5.317323684692383,
4,1829,,5.0222392082214355,
4,1839,,4.739056587219238,
4,1849,,4.995404243469238,
4,1859,,5.197911262512207,
4,1864,,,5.104806423187256
4,1864,5.141496181488037,,
5,1869,,5.1329755783081055,
5,1879,,5.089984893798828,
5,1889,,5.315778732299805,
5,1899,,4.962996482849121,
5,1909,,5.148494720458984,
5,1919,,5.0582733154296875,
5,1929,,5.1802659034729,
5,1939,,4.971882343292236,
5,1949,,4.957062721252441,
5,1959,,5.075738430023193,
5,1969,,4.994187355041504,
5,1979,,5.097345352172852,
5,1989,,5.06294059753418,
5,1999,,5.336232662200928,
5,2009,,5.341358661651611,
5,2019,,5.320010185241699,
5,2029,,5.167293548583984,
5,2039,,5.048646926879883,
5,2049,,4.9964070320129395,
5,2059,,5.245853900909424,
5,2069,,5.09519100189209,
5,2079,,5.05671501159668,
5,2089,,5.1985015869140625,
5,2099,,5.133120059967041,
5,2109,,4.99045991897583,
5,2119,,5.198222637176514,
5,2129,,5.183326244354248,
5,2139,,5.067419528961182,
5,2149,,5.0405497550964355,
5,2159,,5.091671943664551,
5,2169,,5.101459503173828,
5,2179,,5.149645805358887,
5,2189,,5.0933837890625,
5,2199,,5.110490798950195,
5,2209,,4.830883979797363,
5,2219,,5.135841369628906,
5,2229,,5.016291618347168,
5,2237,,,5.132277011871338
5,2237,5.122847557067871,,
6,2239,,5.081568717956543,
6,2249,,5.021666526794434,
6,2259,,4.892153263092041,
6,2269,,4.815773010253906,
6,2279,,5.114652156829834,
6,2289,,4.9068732261657715,
6,2299,,5.67916202545166,
6,2309,,5.267504692077637,
6,2319,,5.383157730102539,
6,2329,,5.529821395874023,
6,2339,,5.254556655883789,
6,2349,,4.991172790527344,
6,2359,,5.210604190826416,
6,2369,,5.268041610717773,
6,2379,,5.0841755867004395,
6,2389,,5.346462249755859,
6,2399,,5.1662750244140625,
6,2409,,4.917198181152344,
6,2419,,5.043198585510254,
6,2429,,5.160571575164795,
6,2439,,5.4048566818237305,
6,2449,,5.264149188995361,
6,2459,,5.0603837966918945,
6,2469,,4.936779499053955,
6,2479,,5.363157272338867,
6,2489,,5.220277786254883,
6,2499,,5.147128105163574,
6,2509,,5.055805683135986,
6,2519,,5.0342936515808105,
6,2529,,5.326834678649902,
6,2539,,5.098615646362305,
6,2549,,5.246763706207275,
6,2559,,5.473641395568848,
6,2569,,5.311319828033447,
6,2579,,5.375319957733154,
6,2589,,5.0254082679748535,
6,2599,,4.929496765136719,
6,2609,,5.179086208343506,
6,2610,,,5.099406719207764
6,2610,5.158143520355225,,
7,2619,,4.949520111083984,
7,2629,,4.921286106109619,
7,2639,,5.141813278198242,
7,2649,,5.016373634338379,
7,2659,,5.007786750793457,
7,2669,,5.12959623336792,
7,2679,,5.357162952423096,
7,2689,,5.163778781890869,
7,2699,,4.775693416595459,
7,2709,,4.989157199859619,
7,2719,,4.822594165802002,
7,2729,,4.874907970428467,
7,2739,,5.083461761474609,
7,2749,,5.3079328536987305,
7,2759,,4.922764301300049,
7,2769,,5.08248233795166,
7,2779,,5.154415607452393,
7,2789,,5.097367286682129,
7,2799,,4.919544219970703,
7,2809,,5.410063743591309,
7,2819,,5.050963401794434,
7,2829,,5.108807563781738,
7,2839,,5.1957831382751465,
7,2849,,5.161510467529297,
7,2859,,5.247067451477051,
7,2869,,5.383097171783447,
7,2879,,5.787841796875,
7,2889,,5.505459308624268,
7,2899,,5.29500150680542,
7,2909,,5.128483295440674,
7,2919,,5.462663650512695,
7,2929,,4.766903400421143,
7,2939,,5.244826316833496,
7,2949,,4.963200569152832,
7,2959,,5.172004699707031,
7,2969,,5.01540470123291,
7,2979,,5.139915466308594,
7,2983,,,5.088183403015137
7,2983,5.146555423736572,,
8,2989,,5.040455341339111,
8,2999,,5.021981716156006,
8,3009,,5.175238609313965,
8,3019,,5.27376127243042,
8,3029,,4.9637532234191895,
8,3039,,5.08970832824707,
8,3049,,5.489101409912109,
8,3059,,5.014051914215088,
8,3069,,5.1977972984313965,
8,3079,,5.195070266723633,
8,3089,,5.160933494567871,
8,3099,,4.982367515563965,
8,3109,,4.981303691864014,
8,3119,,4.826346397399902,
8,3129,,5.146960735321045,
8,3139,,5.493193626403809,
8,3149,,5.310520172119141,
8,3159,,5.0491557121276855,
8,3169,,5.356958389282227,
8,3179,,5.02720832824707,
8,3189,,5.199295997619629,
8,3199,,4.9887003898620605,
8,3209,,5.014730930328369,
8,3219,,5.006948471069336,
8,3229,,5.20621919631958,
8,3239,,5.173640251159668,
8,3249,,5.073845863342285,
8,3259,,4.982466220855713,
8,3269,,5.13184928894043,
8,3279,,5.004741191864014,
8,3289,,5.354842185974121,
8,3299,,5.0837531089782715,
8,3309,,5.175158500671387,
8,3319,,5.195284843444824,
8,3329,,5.072027206420898,
8,3339,,4.981157302856445,
8,3349,,4.958216190338135,
8,3356,,,5.068717002868652
8,3356,5.1055684089660645,,
9,3359,,5.22807502746582,
9,3369,,5.140740394592285,
9,3379,,5.157587051391602,
9,3389,,5.222201824188232,
9,3399,,5.33585786819458,
9,3409,,5.195120811462402,
9,3419,,5.058309078216553,
9,3429,,5.079640865325928,
9,3439,,4.930759429931641,
9,3449,,5.113767623901367,
9,3459,,5.1864848136901855,
9,3469,,5.264747142791748,
9,3479,,5.110201358795166,
9,3489,,5.04246711730957,
9,3499,,4.9485979080200195,
9,3509,,5.065189838409424,
9,3519,,5.073248863220215,
9,3529,,5.1461262702941895,
9,3539,,5.58292818069458,
9,3549,,5.516955375671387,
9,3559,,5.375732421875,
9,3569,,5.156315803527832,
9,3579,,5.006665229797363,
9,3589,,5.052942276000977,
9,3599,,4.9880523681640625,
9,3609,,4.926323890686035,
9,3619,,5.080592155456543,
9,3629,,5.011379241943359,
9,3639,,5.159719944000244,
9,3649,,5.074410915374756,
9,3659,,4.940854072570801,
9,3669,,5.140472412109375,
9,3679,,4.902066230773926,
9,3689,,5.0499114990234375,
9,3699,,4.936598777770996,
9,3709,,5.159090995788574,
9,3719,,5.12437105178833,
9,3729,,4.959329128265381,
9,3729,,,5.102486610412598
9,3729,5.110175609588623,,
10,3739,,4.928623199462891,
10,3749,,5.029387950897217,
10,3759,,5.085982322692871,
10,3769,,5.07525110244751,
10,3779,,4.863407135009766,
10,3789,,5.0263495445251465,
10,3799,,4.933225154876709,
10,3809,,5.022557258605957,
10,3819,,4.913115978240967,
10,3829,,5.041741847991943,
10,3839,,5.076182842254639,
10,3849,,4.953932285308838,
10,3859,,5.003715515136719,
10,3869,,4.9103169441223145,
10,3879,,5.1411519050598145,
10,3889,,4.857731819152832,
10,3899,,5.1853413581848145,
10,3909,,4.943869113922119,
10,3919,,4.826789855957031,
10,3929,,4.94077205657959,
10,3939,,4.977388858795166,
10,3949,,4.945940017700195,
10,3959,,4.967945098876953,
10,3969,,5.0519328117370605,
10,3979,,5.378586292266846,
10,3989,,5.078072547912598,
10,3999,,4.9593329429626465,
10,4009,,5.166769027709961,
10,4019,,5.092093467712402,
10,4029,,4.854612827301025,
10,4039,,4.864777088165283,
10,4049,,5.21493673324585,
10,4059,,4.891141414642334,
10,4069,,4.76785945892334,
10,4079,,4.912182331085205,
10,4089,,5.485877990722656,
10,4099,,5.3941521644592285,
10,4102,,,5.300268650054932
10,4102,5.080589771270752,,
11,4109,,5.113940715789795,
11,4119,,5.238495826721191,
11,4129,,5.031839847564697,
11,4139,,5.4964985847473145,
11,4149,,4.925472736358643,
11,4159,,4.903071403503418,
11,4169,,5.224454402923584,
11,4179,,5.211123466491699,
11,4189,,5.108173847198486,
11,4199,,5.153049468994141,
11,4209,,5.284061908721924,
11,4219,,5.004846572875977,
11,4229,,5.066978454589844,
11,4239,,5.286679744720459,
11,4249,,4.976934432983398,
11,4259,,5.079007625579834,
11,4269,,6.9668192863464355,
11,4279,,6.173070430755615,
11,4289,,5.685351848602295,
11,4299,,5.7567572593688965,
11,4309,,5.061557769775391,
11,4319,,5.16601037979126,
11,4329,,5.000730037689209,
11,4339,,4.7837910652160645,
11,4349,,5.0704731941223145,
11,4359,,5.084977149963379,
11,4369,,4.887490749359131,
11,4379,,4.888258934020996,
11,4389,,5.038496017456055,
11,4399,,4.7487568855285645,
11,4409,,5.092509746551514,
11,4419,,5.173892021179199,
11,4429,,5.0775465965271,
11,4439,,4.88173246383667,
11,4449,,5.022277355194092,
11,4459,,5.437864780426025,
11,4469,,4.936775207519531,
11,4475,,,5.119670391082764
11,4475,5.1649017333984375,,
12,4479,,5.176000595092773,
12,4489,,5.056673526763916,
12,4499,,5.0275373458862305,
12,4509,,5.13221549987793,
12,4519,,5.057403564453125,
12,4529,,5.209242820739746,
12,4539,,5.202981948852539,
12,4549,,5.076436519622803,
12,4559,,5.101736068725586,
12,4569,,5.120851516723633,
12,4579,,5.1480631828308105,
12,4589,,5.042203426361084,
12,4599,,5.221588611602783,
12,4609,,4.920913219451904,
12,4619,,4.944957733154297,
12,4629,,5.243353366851807,
12,4639,,5.036592960357666,
12,4649,,5.3487653732299805,
12,4659,,5.324955463409424,
12,4669,,4.9510602951049805,
12,4679,,5.2474894523620605,
12,4689,,5.3614349365234375,
12,4699,,4.936253070831299,
12,4709,,5.1672797203063965,
12,4719,,4.911037445068359,
12,4729,,5.111037731170654,
12,4739,,5.170281410217285,
12,4749,,4.864308834075928,
12,4759,,4.850465774536133,
12,4769,,5.03628396987915,
12,4779,,5.054545879364014,
12,4789,,5.235595226287842,
12,4799,,4.987599849700928,
12,4809,,4.9606781005859375,
12,4819,,4.924066543579102,
12,4829,,4.873110771179199,
12,4839,,4.816171169281006,
12,4848,,,5.079966068267822
12,4848,5.05620813369751,,
13,4849,,5.317630767822266,
13,4859,,5.343190670013428,
13,4869,,5.013898849487305,
13,4879,,5.183596611022949,
13,4889,,4.949131488800049,
13,4899,,5.122188091278076,
13,4909,,4.956833839416504,
13,4919,,5.073746204376221,
13,4929,,4.962253570556641,
13,4939,,5.198920249938965,
13,4949,,5.202072620391846,
13,4959,,5.159931659698486,
13,4969,,4.7493438720703125,
13,4979,,5.031844139099121,
13,4989,,5.542779922485352,
13,4999,,5.21364688873291,
13,5009,,5.0565643310546875,
13,5019,,4.995131492614746,
13,5029,,5.249303817749023,
13,5039,,5.008794784545898,
13,5049,,5.077531814575195,
13,5059,,4.839287757873535,
13,5069,,4.9252400398254395,
13,5079,,5.1359124183654785,
13,5089,,5.174776554107666,
13,5099,,5.010337829589844,
13,5109,,4.818793296813965,
13,5119,,5.2054057121276855,
13,5129,,5.196710586547852,
13,5139,,4.877565860748291,
13,5149,,4.997863292694092,
13,5159,,5.0900163650512695,
13,5169,,5.274548053741455,
13,5179,,4.914735317230225,
13,5189,,5.288357734680176,
13,5199,,5.077417373657227,
13,5209,,4.843273162841797,
13,5219,,4.958155155181885,
13,5221,,,5.4747772216796875
13,5221,5.063426971435547,,
14,5229,,5.1867899894714355,
14,5239,,5.626113414764404,
14,5249,,5.374439716339111,
14,5259,,4.994739055633545,
14,5269,,5.070627689361572,
14,5279,,4.943424224853516,
14,5289,,4.825001239776611,
14,5299,,4.877254486083984,
14,5309,,4.816684722900391,
14,5319,,4.769931793212891,
14,5329,,4.9606032371521,
14,5339,,4.896580696105957,
14,5349,,5.235282897949219,
14,5359,,4.855800628662109,
14,5369,,5.003057479858398,
14,5379,,4.853641510009766,
14,5389,,4.743284702301025,
14,5399,,5.107850551605225,
14,5409,,5.179811477661133,
14,5419,,5.024650573730469,
14,5429,,5.0020575523376465,
14,5439,,5.029385566711426,
14,5449,,4.963478088378906,
14,5459,,5.038136005401611,
14,5469,,5.24554443359375,
14,5479,,5.160191535949707,
14,5489,,5.1178765296936035,
14,5499,,4.935654640197754,
14,5509,,5.01010274887085,
14,5519,,4.839803695678711,
14,5529,,5.000156402587891,
14,5539,,4.967844486236572,
14,5549,,5.128775119781494,
14,5559,,5.180570125579834,
14,5569,,4.926418304443359,
14,5579,,5.024258136749268,
14,5589,,5.1801886558532715,
14,5594,,,5.017202377319336
14,5594,5.053442478179932,,
15,5599,,5.259150981903076,
15,5609,,4.869248390197754,
15,5619,,5.015933513641357,
15,5629,,5.133710861206055,
15,5639,,5.098642349243164,
15,5649,,5.0921478271484375,
15,5659,,5.161834716796875,
15,5669,,4.634406566619873,
15,5679,,5.289517402648926,
15,5689,,5.121541500091553,
15,5699,,4.921156883239746,
15,5709,,4.957724094390869,
15,5719,,5.075021266937256,
15,5729,,4.887723445892334,
15,5739,,4.99630880355835,
15,5749,,5.021059036254883,
15,5759,,5.230601787567139,
15,5769,,5.111241817474365,
15,5779,,5.228043556213379,
15,5789,,4.94905424118042,
15,5799,,5.287727355957031,
15,5809,,5.0312066078186035,
15,5819,,4.912961959838867,
15,5829,,5.148601055145264,
15,5839,,4.948738098144531,
15,5849,,4.869287967681885,
15,5859,,4.799004554748535,
15,5869,,5.0999250411987305,
15,5879,,5.285979747772217,
15,5889,,5.097799301147461,
15,5899,,4.641270637512207,
15,5909,,5.200727462768555,
15,5919,,5.069072246551514,
15,5929,,4.982166767120361,
15,5939,,5.11813497543335,
15,5949,,5.087306022644043,
15,5959,,5.220738887786865,
15,5967,,,5.020922660827637
15,5967,5.032687187194824,,
16,5969,,5.159068584442139,
16,5979,,4.653573036193848,
16,5989,,5.020665645599365,
16,5999,,5.095882415771484,
16,6009,,5.284135818481445,
16,6019,,5.099809169769287,
16,6029,,5.286210536956787,
16,6039,,4.920071601867676,
16,6049,,5.218705177307129,
16,6059,,4.99839973449707,
16,6069,,4.815061569213867,
16,6079,,4.827669620513916,
16,6089,,5.065354347229004,
16,6099,,4.8726487159729,
16,6109,,5.132049083709717,
16,6119,,4.983673095703125,
16,6129,,5.114964008331299,
16,6139,,4.949769020080566,
16,6149,,4.790407657623291,
16,6159,,4.955074787139893,
16,6169,,4.924098968505859,
16,6179,,4.9455485343933105,
16,6189,,5.0137248039245605,
16,6199,,5.026768684387207,
16,6209,,5.0574140548706055,
16,6219,,4.787973880767822,
16,6229,,5.008291721343994,
16,6239,,4.836481094360352,
16,6249,,4.904927730560303,
16,6259,,4.96823263168335,
16,6269,,4.979583263397217,
16,6279,,5.0416083335876465,
16,6289,,5.2047576904296875,
16,6299,,4.982344627380371,
16,6309,,4.938216209411621,
16,6319,,5.133271217346191,
16,6329,,4.9671311378479,
16,6339,,5.085331439971924,
16,6340,,,5.006900787353516
16,6340,5.021707534790039,,
17,6349,,4.9592671394348145,
17,6359,,4.924771785736084,
17,6369,,4.897588729858398,
17,6379,,5.010497093200684,
17,6389,,4.975154876708984,
17,6399,,5.0357255935668945,
17,6409,,5.141996383666992,
17,6419,,4.92519474029541,
17,6429,,5.25728178024292,
17,6439,,4.881531715393066,
17,6449,,5.106532096862793,
17,6459,,4.900740623474121,
17,6469,,4.972938537597656,
17,6479,,5.16798734664917,
17,6489,,5.12266731262207,
17,6499,,5.035234451293945,
17,6509,,5.017059803009033,
17,6519,,4.863224029541016,
17,6529,,5.038424015045166,
17,6539,,5.1859869956970215,
17,6549,,5.002030372619629,
17,6559,,4.924750328063965,
17,6569,,5.25022554397583,
17,6579,,5.069393634796143,
17,6589,,5.148631572723389,
17,6599,,5.104177951812744,
17,6609,,5.116703033447266,
17,6619,,4.743517875671387,
17,6629,,5.0526957511901855,
17,6639,,4.966329097747803,
17,6649,,4.979960918426514,
17,6659,,5.121622562408447,
17,6669,,5.037557125091553,
17,6679,,5.3397698402404785,
17,6689,,4.954147815704346,
17,6699,,4.8877034187316895,
17,6709,,4.996266841888428,
17,6713,,,5.014114856719971
17,6713,5.002726078033447,,
18,6719,,4.594160556793213,
18,6729,,5.0262908935546875,
18,6739,,5.032258987426758,
18,6749,,5.019724369049072,
18,6759,,5.200477123260498,
18,6769,,5.013065338134766,
18,6779,,5.036931037902832,
18,6789,,5.054374694824219,
18,6799,,5.172325134277344,
18,6809,,5.106022834777832,
18,6819,,5.057098388671875,
18,6829,,5.105066299438477,
18,6839,,5.0135650634765625,
18,6849,,4.964633941650391,
18,6859,,5.011390686035156,
18,6869,,4.922512531280518,
18,6879,,5.099782466888428,
18,6889,,4.929348468780518,
18,6899,,4.69066047668457,
18,6909,,5.2454447746276855,
18,6919,,5.002598762512207,
18,6929,,5.117350101470947,
18,6939,,4.604683876037598,
18,6949,,4.984806060791016,
18,6959,,5.1596999168396,
18,6969,,5.0283989906311035,
18,6979,,5.110649108886719,
18,6989,,5.133420467376709,
18,6999,,5.088325023651123,
18,7009,,4.890987396240234,
18,7019,,4.933351039886475,
18,7029,,4.789257049560547,
18,7039,,4.879288673400879,
18,7049,,4.837085247039795,
18,7059,,4.91398811340332,
18,7069,,4.970365047454834,
18,7079,,5.086924076080322,
18,7086,,,5.002628326416016
18,7086,4.992183208465576,,
19,7089,,4.885751247406006,
19,7099,,4.975074291229248,
19,7109,,4.893070697784424,
19,7119,,5.069972515106201,
19,7129,,5.033638000488281,
19,7139,,4.905791759490967,
19,7149,,5.128368377685547,
19,7159,,4.98483943939209,
19,7169,,5.059520721435547,
19,7179,,4.946531772613525,
19,7189,,4.659156799316406,
19,7199,,5.1145100593566895,
19,7209,,4.934301853179932,
19,7219,,4.858823776245117,
19,7229,,4.989320278167725,
19,7239,,4.942895889282227,
19,7249,,5.143944263458252,
19,7259,,4.962522029876709,
19,7269,,4.854806423187256,
19,7279,,5.033518314361572,
19,7289,,5.0447001457214355,
19,7299,,4.803763389587402,
19,7309,,4.881209850311279,
19,7319,,5.177562236785889,
19,7329,,4.843630313873291,
19,7339,,5.124308109283447,
19,7349,,4.754664421081543,
19,7359,,4.849754333496094,
19,7369,,4.820124626159668,
19,7379,,4.790965557098389,
19,7389,,5.008960247039795,
19,7399,,4.87546443939209,
19,7409,,4.967825412750244,
19,7419,,5.047332763671875,
19,7429,,5.001594543457031,
19,7439,,5.029231071472168,
19,7449,,5.036271572113037,
19,7459,,4.870375156402588,
19,7459,,,5.0403923988342285
19,7459,4.980208396911621,,
20,7469,,4.926964282989502,
20,7479,,4.848280429840088,
20,7489,,4.997382164001465,
20,7499,,4.917904853820801,
20,7509,,4.802788734436035,
20,7519,,4.76137113571167,
20,7529,,5.0414347648620605,
20,7539,,5.001442909240723,
20,7549,,5.302090644836426,
20,7559,,4.834873199462891,
20,7569,,4.892463207244873,
20,7579,,4.996332168579102,
20,7589,,5.024165153503418,
20,7599,,5.035073757171631,
20,7609,,5.233137130737305,
20,7619,,5.033873558044434,
20,7629,,5.053636074066162,
20,7639,,4.913264751434326,
20,7649,,4.811127185821533,
20,7659,,4.921913146972656,
20,7669,,4.771006107330322,
20,7679,,5.153369426727295,
20,7689,,5.120195388793945,
20,7699,,4.764729976654053,
20,7709,,5.0290656089782715,
20,7719,,5.043006420135498,
20,7729,,5.112236499786377,
20,7739,,4.75516414642334,
20,7749,,5.037360668182373,
20,7759,,5.198617458343506,
20,7769,,4.773693084716797,
20,7779,,5.1851301193237305,
20,7789,,4.954268455505371,
20,7799,,4.85897159576416,
20,7809,,4.851913928985596,
20,7819,,4.99904727935791,
20,7829,,4.837033271789551,
20,7832,,,5.007772445678711
20,7832,4.965192794799805,,
21,7839,,5.0552191734313965,
21,7849,,5.061028480529785,
21,7859,,4.7016987800598145,
21,7869,,5.029604911804199,
21,7879,,4.864570140838623,
21,7889,,5.064119338989258,
21,7899,,5.0002336502075195,
21,7909,,4.743535995483398,
21,7919,,4.94000244140625,
21,7929,,5.029569625854492,
21,7939,,5.073195457458496,
21,7949,,4.452550411224365,
21,7959,,5.24443244934082,
21,7969,,4.827324867248535,
21,7979,,4.9293365478515625,
21,7989,,4.740612983703613,
21,7999,,4.942026615142822,
21,8009,,5.077771186828613,
21,8019,,4.903652667999268,
21,8029,,4.91287899017334,
21,8039,,4.936029434204102,
21,8049,,4.825753688812256,
21,8059,,5.099480628967285,
21,8069,,4.955962657928467,
21,8079,,4.862392902374268,
21,8089,,5.0341410636901855,
21,8099,,4.992056369781494,
21,8109,,4.9157891273498535,
21,8119,,4.9283223152160645,
21,8129,,4.961061954498291,
21,8139,,4.900065898895264,
21,8149,,5.039878845214844,
21,8159,,4.730661392211914,
21,8169,,4.888959884643555,
21,8179,,4.933154582977295,
21,8189,,5.066249370574951,
21,8199,,4.72727108001709,
21,8205,,,5.002835750579834
21,8205,4.949005603790283,,
22,8209,,4.783008098602295,
22,8219,,4.908933639526367,
22,8229,,4.999622344970703,
22,8239,,4.747955799102783,
22,8249,,4.8640828132629395,
22,8259,,5.100122451782227,
22,8269,,4.9963202476501465,
22,8279,,4.961910724639893,
22,8289,,4.900765419006348,
22,8299,,4.989199638366699,
22,8309,,4.9453277587890625,
22,8319,,5.012901782989502,
22,8329,,4.825594425201416,
22,8339,,5.030589580535889,
22,8349,,4.722501277923584,
22,8359,,5.030254364013672,
22,8369,,4.882763862609863,
22,8379,,4.739922523498535,
22,8389,,5.005789756774902,
22,8399,,4.734499931335449,
22,8409,,4.864898204803467,
22,8419,,5.038535118103027,
22,8429,,5.041082382202148,
22,8439,,5.1837897300720215,
22,8449,,4.761363983154297,
22,8459,,4.914828300476074,
22,8469,,4.823071002960205,
22,8479,,4.8741230964660645,
22,8489,,5.038126468658447,
22,8499,,4.83374547958374,
22,8509,,5.111388683319092,
22,8519,,4.916769504547119,
22,8529,,4.970616817474365,
22,8539,,4.926821708679199,
22,8549,,5.046749114990234,
22,8559,,4.920448303222656,
22,8569,,4.984413146972656,
22,8578,,,5.01083517074585
22,8578,4.938270092010498,,
23,8579,,5.091695785522461,
23,8589,,5.0988593101501465,
23,8599,,4.873654365539551,
23,8609,,4.906247138977051,
23,8619,,4.796257495880127,
23,8629,,4.7238287925720215,
23,8639,,5.013920783996582,
23,8649,,5.049568176269531,
23,8659,,4.893024921417236,
23,8669,,5.038752555847168,
23,8679,,4.978755950927734,
23,8689,,4.9909749031066895,
23,8699,,4.866084575653076,
23,8709,,4.732051849365234,
23,8719,,4.788111686706543,
23,8729,,4.812466621398926,
23,8739,,5.103477954864502,
23,8749,,4.7307515144348145,
23,8759,,5.083572864532471,
23,8769,,5.055702209472656,
23,8779,,4.826518535614014,
23,8789,,4.932352066040039,
23,8799,,5.0728325843811035,
23,8809,,4.9173784255981445,
23,8819,,4.833587646484375,
